name,search_term_01,search_term_02,search_term_03,search_term_04,search_term_05,search_term_06,search_term_07,search_term_08,search_term_09,search_term_10,search_term_11,search_term_12,No. of terms,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Name8,Name9,Name10,Name11,Name12,Name,per,round
Assembled Depth (in.),tool,for,packing,down,dirt,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,cabinet,locks,2-Jan,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,tub,shower,unit,3x5,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Airflow (CFM),ceiling,fans,with,quick,blade,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Shelves,blind,courner,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,mask,and,seal,jasco,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antivibration,riobi,blower,vac,9056,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,coleman,instasmart,grill,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,burgundy,red,foot,stools,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Air Purifier Type,idylus,air,purifier,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,66.66666667,67
Antimicrobial,propane,hose,15,ft,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application type,2,pipe,45,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,rug,brown,floral,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory or kit type,chain,and,hook,picture,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Actual backer rail length (in.),6,ft,ceder,fence,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Alarm,SMALL,PRESS,MACHINE,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Base Height (in.),solid,shower,kits,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Battery capacity (mAh),watch,battery,390,re(null)ta,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Bucket/Tub Material,brute,lid,rubbermaid,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembly Required,newtone,broan,round,751,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Size (WxL),holly,evergreen,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,sample,amber,oak,vinyl,plank,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),linden,4,in.,centerset,2-handle,high,arc,bathroom,faucet,(null),(null),(null),9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,11.11111111,12
Brand/Model Compatibility,wall,fur(null)ce,williams,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,satin,nickle,door,hinge,4,in,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable hanging length,Cobalt,Blue,Glasses,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),electric,wall,ovens;,double;,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,frameless,pivot,shower,door,42',(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Tile Size,12,x,12,stone,backsplash,(null),(null),(null),(null),(null),(null),(null),5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,20
Assembled Depth (in.),light,s,for,sno,throwers,(null),(null),(null),(null),(null),(null),(null),5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,20
Approximate Tile Size,blue,grey,glossy,tile,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Adjustable hanging length,mini,pendant,light,replacement,globe,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,fireplace,insert,blue,flame,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,flasher,plug,adapter,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,seam,strips,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,tekton,pressure,gauge,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Rug Size,martha,rug,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,50,50
Automatic/Manual,2amps,250v,fuse,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,carbon,fiber,vinel,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Faucet Type,shower,bronze,flange,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,armstrong,washable,white,231,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Accessory Type,ge,direct,wiring,box,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brand/Model Compatibility,newtone,broan,round,751,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Height,outdoor,brass,coupling,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Height,sports,canopy,with,sides,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,fire,extinguisher,fx210r,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Racks,ironboard,built,in,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,wall,plate,single,1,gang,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),two,panel,interior,doors,78,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,0.11,wire,connector,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,small,pvc,dwv,cross,tee,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),hickory,hardware,kitchen,cabinets,chrome,knobs,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,jamb,4,13/16,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Shelves,white,melimine,cabinet,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Width (in.),12,ft,commercial,indoor,carpet,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,pex,pipe,f1865,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),30,mirrow,medicine,cabinet,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),hand,held,shower,gold,finish,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Accessory Type,portman,nickel,towel,racks,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Antimicrobial,overcast,carpet,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,add,2,prevent,mildew,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,36',wide,bifold,doors,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,4-Jan,tubing,ferrule,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,roller,assembly,1/1/2004,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Base Height (in.),60inch,shower,pan,with,seat,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bath Accessory Type,ryod,drill,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,generator,wheel,package,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Built-in inverter,3,face,generator,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,handheld,seed,speader,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,dl,flashing,white,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),frame,(null)il,hitschi,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Tile Size,daltile,polaris,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,metal,to,plastic,electrical,parts,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,2,in,1,toilet,seat,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,20
Adjustable Height,recessed,outdoor,canster,ceiling,lighting,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,magnetic,door,clip,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,professio(null)l,design,service,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,brasscraft,valve,connector,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Appliance Type,built,in,oven,microwave,30,in,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,whitesilicone,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,stai(null)ble,wood,primer,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Approximate Tile Size,mosaic,tiles,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),dewalt,masonry,hammer,bit,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Brand/Model Compatibility,post,insurts,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),dead,bolt,fill,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembly Required,undermount,sink,vanity,in,bone,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,hole,pro,model,x-230,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),pr3-pg3,range,hood,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,washing,machine,actuator,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Arm length (in.),spring,heavy,dut,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Batteries Included,weman,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,tuband,tile,latex,caulk,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,multi,use,transition,strip,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),savan(null)h,espresso,vanity,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,shower,door,with,pebble,glass,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),rain,drop,emitter,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,right,left,door,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable hanging length,triton,uv,light,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Breathable,wall,paper,bprder,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Adjustable Racks,vintemp,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Builders Hardware Product Type,winow,wheels,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),wood,carriage,bolt,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bowl Below Counter Height (in.),undermount,kitchen,sink,white,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,colorful,bungee,cords,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Amperage (amps),24,elicreic,stove,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Appliance Type,grill,hasmilton,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),hampton,bay,edington,patio,chair,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,intertape,duct,tape,3pk,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Art Classification,trademark,fine,art,mz0307-b1114mf,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,25,25
Assembled Depth (in.),vanity,sink,granite,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,power,vent,water,heater,kit,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Application Type,rainhead,shower,and,control,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Assembled Depth (in.),closetmaid,wire,eight,itier,organizer,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Box storage space (cu. ft.),60,in,tool,box,truck,(null),(null),(null),(null),(null),(null),(null),5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,20,20
Bullet01,2-Jan,fpt,x,2-Jan,inch,pex,(null),(null),(null),(null),(null),(null),6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,6,metal,bestos,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Appliance Type,refrigerator,freezer,stainless,steel,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,face,to,welding,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Applicator/Tool Type,blue,hawk,paint,supplies,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,sloan,royal,lc,(null),(null),(null),(null),(null),(null),(null),(null),(null),3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
Bullet01,double,hung,windows,pella,(null),(null),(null),(null),(null),(null),(null),(null),4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0
